titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Chargé de Portefeuille H/F - Casablanca,FONDATION ARRAWAJ,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-casablanca-8673957
Chargé de Portefeuille H/F - Mohammedia,FONDATION ARRAWAJ,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-mohammedia-8673962
Chargé de Portefeuille  - Tanger,FONDATION ARRAWAJ,Tanger-Tétouan-Al Hoceïma,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-tanger-8673965
Coordinateur des Examens (Anglophone) - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Assistanat ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Administrative ', ' Réception ', ' Secrétariat']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/coordinateur-examens-anglophone-casablanca-8674006
Ingénieur Génie Industriel  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Génie Industriel ', ' Maintenance ', ' Process ', ' Process de Production ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,Intérim,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-genie-industriel-casablanca-8674027
Opérateur Logistique  - Safi,N/A,Marrakech-Safi,['Transport'],Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/operateur-logistique-safi-8674221
Responsable Sécurité IT Junior,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Transport'],Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-securite-it-junior-7346952
Responsable D´Agence Commercial - Casablanca,DAMA,Casablanca-Mohammedia,"['Comptabilité ', ' Développement Commercial ', ' Finance ', ' Gestion ', ' Prospection ', ' Prospection Commerciale ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-agence-commercial-casablanca-8671511
Chargé de Clientèle - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Droit Fiscal ', ' Gestion ', ' Produits Financiers']",Bac+5 et plus,Débutant < 2 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-clientele-casablanca-8672195
Chargé de Réclamation Client  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Gestion']",Bac+3,Débutant < 2 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-reclamation-client-casablanca-8672196
Technicien des Imprimantes - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Gestion']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-imprimantes-casablanca-8672216
Technicien des Imprimantes  - Marrakech,TECTRA,Marrakech-Safi,"['Comptabilité ', ' Gestion']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-imprimantes-marrakech-8672252
Contrôleur Qualité - Casablanca,ENI,Casablanca-Mohammedia,"['Maintenance ', ' Métallurgie ', ' Normes de Qualité ', ' Processus ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-qualite-casablanca-8672355
Ingénieur(e) d’Études / Ingénieur Ferroviaire  - Maroc,N/A,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['Dimensionnement'],Bac+5 et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieure-etudes-ingenieur-ferroviaire-maroc-8672408
Technicien SAV  - Mohammedia,TECTRA,Casablanca-Mohammedia,"['BTP ', ' Vente']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,06.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-sav-mohammedia-8672418
Cariste  - Rabat,TECTRA RABAT - KENITRA,Rabat-Salé-Kénitra,"['Chargement ', ' Déchargement ', ' Transport']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/cariste-rabat-8669760
Responsable de Production et Qualité - Casablanca,TECTRA,Casablanca-Mohammedia,"['Bonnes Pratiques de Fabrication ', ' Étiquetage ', ' Fabrication ', ' Génie Industriel ', ' Industrie ', ' Maintenance ', ' Management de la Qualité ', ' Normes de Qualité ', ' Processus ', ' Production ', ' Qualité']",Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-production-qualite-casablanca-8670385
Assistante Administrative  - Bouskoura,GROUPE TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Secrétariat']",Bac+3,Expérience entre 2 ans et 5 ans,Intérim,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-bouskoura-8670416
Chargé(e) de Recrutement  - Ain Sebaa,BRICOMA,Casablanca-Mohammedia,"['Embauche ', ' Formation ', ' Organisation RH ', ' Recrutement']",Bac+2 & Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI & CDD,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-recrutement-ain-sebaa-8670417
Chargé Import Export - Had Soualem,TECTRA,Casablanca-Mohammedia,"['Export ', ' Import']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-import-export-had-soualem-8670529
Surveillant Internat  - Bouskoura,GROUPE TECTRA,Casablanca-Mohammedia,"['Maintenance ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/surveillant-internat-bouskoura-8670573
Technicien Qualité - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Fabrication ', ' IATF 16949 ', ' Ishikawa ', ' Maintenance ', ' Métrologie ', ' Process ', ' Production ', ' QRQC ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI & Intérim,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-qualite-casablanca-8670578
English Speaking Administrator  - Agadir,N/A,Agadir,"['Comptabilité ', ' Finance ', ' Gestion']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI & CDD,05.12.2024,https://www.emploi.ma/offre-emploi-maroc/english-speaking-administrator-agadir-8671379
"HR Manager ""Anglophone""",TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Management'],Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/hr-manager-anglophone-5431927
HR Recruitment Administrator  - Casablanca,LYCAMOBILE,Casablanca-Mohammedia,"['Fonction RH ', ' Formation ', ' Projets RH ', ' Recrutement']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/hr-recruitment-administrator-casablanca-7932122
Comptable Junior  - Casablanca,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/comptable-junior-casablanca-8668201
Chargé (e) de Comptabilité - Casablanca,BUDGET LOCASOM,Casablanca-Mohammedia,"['Banque ', ' Comptabilité ', ' Finance ', ' Gestion']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-e-comptabilite-casablanca-8668901
Gestionnaire Plateforme Technique - Casablanca,BUDGET LOCASOM,Casablanca-Mohammedia,"['Maintenance ', ' Montage ', ' Pneumatique ', ' Production ', ' Qualité']",Bac+2,Débutant < 2 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-plateforme-technique-casablanca-8668974
Responsable Communication - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Accueil ', "" Organisation d'Événements "", ' Tourisme']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-communication-marrakech-8669526
Chargé(e) Développement RH - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Accompagnement ', ' Accueil ', ' Développement RH ', ' Formation ', ' Mobilité ', ' Recrutement ', ' Tourisme']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-developpement-rh-marrakech-8669590
Chargé Administration RH - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Administration RH ', ' Formation ', ' Gestion des Ressources Humaines ', ' Tourisme']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-administration-rh-marrakech-8669608
Commercial Transport International  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Suivi Commercial ', ' Transport ', ' Transport International ', ' Vente']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,04.12.2024,https://www.emploi.ma/offre-emploi-maroc/commercial-transport-international-casablanca-8669636
Gestionnaire Paie,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Administration du Personnel ', ' Cotisations Sociales ', ' Formation ', ' Gestion de la Paie']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-paie-7622020
Contrôleur de Gestion - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Comptabilité ', ' Gestion ', ' Processus de Gestion ', ' Suivi Budgétaire']",Bac+5 et plus,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-casablanca-8658882
Waitresses - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Cuisine ', ' Hygiène Alimentaire ', ' Restauration ', ' Tourisme']",Bac,Expérience entre 2 ans et 5 ans,CDD,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/waitresses-nouakchott-8664477
Agent de Recouvrement Hispanophone - Casablanca,DAMA,Casablanca-Mohammedia,"['Comptabilité ', ' Gestion ', ' Gestion des Créances ', ' Négociation ', ' Négociation Client ', ' Recouvrement ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-recouvrement-hispanophone-casablanca-8664538
"Chef d´Atelier (Camions et Autobus) - Casablanca, Errachidia",DAMA,Casablanca-Mohammedia & Errachidia,"['Amélioration Continue ', ' Atelier Mécanique ', "" Gestion d'Équipe "", ' Maintenance ', ' Maintenance Industrielle ', ' Processus ', ' Production ', ' Productivité ', ' Qualité ', ' Réparation']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-atelier-camions-autobus-casablanca-errachidia-8664549
Head Waitresses - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Cuisine ', ' Restauration ', ' Tourisme']",Bac+1,Expérience entre 5 ans et 10 ans,CDD,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/head-waitresses-nouakchott-8664557
Chef de Partie - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Cuisine ', ' Secteur Hôtelier ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-partie-marrakech-8667126
Responsable des Moyens Généraux - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Aménagement ', ' BTP ', ' Fluide ', ' Gestion ', ' Maintenance ', ' Management ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-moyens-generaux-casablanca-8667134
Réceptionniste SPA - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Accueil ', ' Secteur Hôtelier ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/receptionniste-spa-marrakech-8667155
Agent Lingerie H/F - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Conseil ', ' Formation ', ' Hôtellerie ', ' Housekeeping ', ' Nettoyage ', ' Restauration ', ' Secteur Hôtelier ', ' Sécurité ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-lingerie-hf-marrakech-8667172
Maître d´Hôtel - Fès,TECTRA FÈS,Fès,['Accueil'],Bac+3,Expérience entre 2 ans et 5 ans et plus,Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/maitre-hotel-fes-8667182
Manufacturing Supervisor  - Berrechid,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Continuous Improvement ', ' Industrial Engineering ', ' Maintenance ', ' Manufacturing ', ' Process ', ' Production ', ' Qualité ', ' Quality ', ' Quality Assurance ', ' Quality Control']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/manufacturing-supervisor-berrechid-8667944
Responsable Marché Public H/F  - Bouskoura,TECTRA,Casablanca-Mohammedia,"['Achats ', ' CPS ', ' Facturation ', ' Import ', ' Livraison ', ' Maintenance ', ' Production ', ' Qualité']",Bac+3 & Bac+4,Expérience entre 2 ans et 5 ans,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-marche-public-hf-bouskoura-8668033
Mécanicien Industriel  - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Gestion de Maintenance Assistée par Ordinateur ', ' Maintenance ', ' Maintenance Préventive ', ' Mesure Électrique ', ' Métrologie ', ' Qualité']",Qualification avant bac,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI & Intérim,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/mecanicien-industriel-casablanca-8668139
Commerciaux B2B - Casablanca,ELECTROPLANET,Casablanca-Mohammedia,"['Négociation ', ' Vente']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,03.12.2024,https://www.emploi.ma/offre-emploi-maroc/commerciaux-b2b-casablanca-8667477
Spécialiste Junior en Qualité et R&D  - Berrechid,TECTRA BERRECHID,Casablanca-Mohammedia,"['Amélioration Continue ', ' Chimie ', ' Fabrication ', ' Gestion de la Production ', ' Maintenance ', ' Normes de Qualité ', ' Processus ', ' Production ', ' Qualité ', ' Quality ', ' Quality Management']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/specialiste-junior-qualite-rd-berrechid-8663648
"Supervisor en Santé, Sécurité et Environnement (SSE)  - Berrechid",TECTRA BERRECHID,Casablanca-Mohammedia,"['Fabrication ', ' Hygiène ', ' Maintenance ', ' Production ', ' QHSE ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/supervisor-sante-securite-environnement-sse-berrechid-8663661
Chef de Projet IT - Rabat,DAMA,Rabat-Salé-Kénitra,"['CLUSTER ', ' LINUX ', ' MS PROJECT ', ' ORACLE ', ' PMO ', ' VMWARE']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/chef-projet-it-rabat-8663694
Technicien de Bobinage  - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Bobinage ', ' Machines ', ' Maintenance ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-bobinage-casablanca-8663773
Contrôleur de Caisse - Khouribga,DAMA,Béni Mellal-Khénifra,"['Audit ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Réglementation Bancaire']",Bac+3,Débutant < 2 ans,Intérim,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-caisse-khouribga-8663796
Technicien SGBD - Oracle et SQL - Marrakech,MTS SYSTEM,Marrakech-Safi,"['DBASE ', ' EKIP ', ' LINUX ', ' MYSQL ', ' ORACLE ', ' SQL']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans et plus,CDI,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-sgbd-oracle-sql-marrakech-8663819
Ouvrier - El Jadida,MAROC FORCE EMPLOI,Settat,"['BTP ', ' Maintenance ', ' Production ', ' Qualité']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",Intérim,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/ouvrier-el-jadida-8664160
Gestionnaire de Sinistre - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['BTP ', ' Maintenance ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-sinistre-casablanca-8664237
Administrateur de Ventes - Berrechid,DAMA,Casablanca-Mohammedia & Settat,"['Comptabilité ', ' CRM ', ' Devis ', ' Finance ', ' Gestion ', "" Gestion d'Entreprise "", ' Gestion des Ventes ', ' Recouvrement ', ' Vente']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/administrateur-ventes-berrechid-8664373
Gestionnaire Planification - Casablanca,SELHA MAROC,Casablanca-Mohammedia,"['Gestion Logistique ', ' Maintenance ', ' Ordonnancement ', ' Production ', ' Qualité ', ' Transport']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI & CDD,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-planification-casablanca-8664154
Responsable Qualité Produits - Casablanca,N/A,Casablanca-Mohammedia,"['Essais Mécaniques ', ' Lean Manufacturing ', ' Maintenance ', ' Manufacturing ', ' Métallurgie ', ' Méthodes Industrielles ', ' Normes de Qualité ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,30.11.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-qualite-produits-casablanca-8664242
ANGULAR Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BOOTSTRAP ', ' CSS3 ', ' CVS ', ' GIT ', ' JAVASCRIPT ', ' JQUERY ', ' LESS ', ' MVC ', ' MYSQL ', ' REST']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/angular-developer-mf-8251940
DevOps Engineer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' APACHE ', ' ARTIFACTORY ', ' AZURE ', ' CVS ', ' DOCKER ', ' DYNATRACE ', ' ECLIPSE ', ' GIT ', ' GITLAB ', ' GROOVY ', ' JAVA ', ' JAVASCRIPT ', ' JBOSS ', ' JENKINS ', ' JIRA ', ' LESS ', ' LINUX ', ' ORACLE ', ' POSTGIS ', ' POSTGRESQL ', ' PYTHON ', ' SCRUM ', ' SHELL ', ' SONARQUBE ', ' WEBLOGIC']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/devops-engineer-mf-8251941
DOTNET Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['API ', ' ASP ', ' C# ', ' CSS ', ' CVS ', ' DOTNET ', ' FRONT END ', ' HTML ', ' HTTP ', ' LINUX ', ' MVC ', ' MYSQL ', ' NET ', ' QUERY ', ' REST ', ' SOAP ', ' SQL']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/dotnet-developer-mf-8251942
IOS Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' APP ', ' COCOA ', ' CVS ', ' FOUNDATION ', ' GIT ', ' SWIFT ', ' TMS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/ios-developer-mf-8251943
JAVA Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' API ', ' BOOTSTRAP ', ' CONFLUENCE ', ' CVS ', ' GIT ', ' GRAILS ', ' GROOVY ', ' GWT ', ' HIBERNATE ', ' HTML ', ' JAVA ', ' JAVASCRIPT ', ' JENKINS ', ' JIRA ', ' JQUERY ', ' JSF ', ' MYSQL ', ' ORACLE ', ' REDIS ', ' SPRING ', ' STRUTS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/java-developer-mf-8251944
JAVA JEE Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' ANGULAR JS ', ' AZURE ', ' BIG DATA ', ' CASSANDRA ', ' COUCHBASE ', ' CSS ', ' CVS ', ' DOCKER ', ' GIT ', ' HADOOP ', ' HIBERNATE ', ' HTML ', ' J2EE ', ' JAVA ', ' JAVA JEE ', ' JAVASCRIPT ', ' JBOSS ', ' JENKINS ', ' MAVEN ', ' MVC ', ' MYSQL ', ' NOSQL ', ' ORACLE ', ' REDIS ', ' REST ', ' SOAP ', ' SPARK ', ' SPRING ', ' SQL ', ' STRUTS ', ' WEBLOGIC']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/java-jee-developer-mf-8251945
JAVASCRIPT Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ANGULAR JS ', ' API ', ' BACKBONE JS ', ' CSS ', ' CVS ', ' DOJO ', ' HTML ', ' JAVASCRIPT ', ' JENKINS ', ' JQUERY ', ' MONGODB ', ' ORACLE']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/javascript-developer-mf-8251946
KOTLIN Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AGILE ', ' ANDROID ', ' API ', ' APP ', ' AZURE ', ' CVS ', ' DNS ', ' DOCKER ', ' GIT ', ' JAVA ', ' JENKINS ', ' LOAD BALANCING ', ' MAC ', ' MAVEN ', ' MVVM ', ' OPENSTACK ', ' PAAS ', ' SDK ', ' TCP IP ', ' TDD ', ' UDP ', ' XML']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/kotlin-developer-mf-8251947
LARAVEL Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AJAX ', ' CODEIGNITER ', ' CSS ', ' CVS ', ' GIT ', ' HTML ', ' JAVASCRIPT ', ' JQUERY ', ' LARAVEL ', ' MARIADB ', ' MVC ', ' MYSQL ', ' NOSQL ', ' QUERY ', ' SOAP ', ' SQL ', ' TFS']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/laravel-developer-mf-8251948
NODE.JS Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['BOOTSTRAP ', ' CSS3 ', ' CVS ', ' DOCKER ', ' GIT ', ' JAVASCRIPT ', ' JIRA ', ' JQUERY ', ' JSON ', ' LESS ', ' MONGODB ', ' MVC ', ' MYSQL ', ' NODE JS ', ' NOSQL ', ' POSTGRESQL ', ' REACT ', ' REDIS ', ' REST ', ' SQL ', ' XML']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/nodejs-developer-mf-8251949
OBJECTIVE-C Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['ANDROID ', ' APP ', ' COCOA ', ' CSS ', ' CVS ', ' EDGE ', ' GIT ', ' HTML ', ' JAVASCRIPT ', ' JQUERY ', ' JSON ', ' LINUX ', ' MAC ', ' MERCURIAL ', ' OSX ', ' REST ', ' SWIFT ', ' XML']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/objective-c-developer-mf-8251950
PHP Developer (M/F),AFRICASHORE,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AJAX ', ' API ', ' CODEIGNITER ', ' CSS3 ', ' CVS ', ' GIT ', ' JAVASCRIPT ', ' LARAVEL ', ' MAGENTO ', ' MERCURIAL ', ' MONGODB ', ' MVC ', ' MYSQL ', ' NOSQL ', ' ORACLE ', ' SQL ', ' SYMFONY ', ' XML ', ' ZEND']",Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",29.11.2024,https://www.emploi.ma/offre-emploi-maroc/php-developer-mf-8251951
